,area,category,country,create_date,location,price,state,subarea,text,title,url,pred_bin,pred_class
187,atlanta,cell phones,US,2015-03-16 00:00:00,,300.0,GA,all atlanta,"
        Unlocked like new condition IPHONE 5S... Comes with an otter box... Contact for further details...
    ",UNLOCKED IPHONE 5S,http://atlanta.craigslist.org/atl/mob/4934761386.html,1,5s
188,atlanta,cell phones,US,2015-03-16 00:00:00, (Cumming),110.0,GA,all atlanta,"
        For Sale: ",IPhone 4S AT&T 16gig,http://atlanta.craigslist.org/nat/mob/4934805399.html,1,4s
189,atlanta,cell phones,US,2015-03-16 00:00:00," (Cool Tech Wireless, Norcross)",420.0,GA,all atlanta,"
        Cool Tech Wireless",Used iPhone 5S 32GB Space Gray AT&T,http://atlanta.craigslist.org/eat/mod/4934664044.html,1,5s
190,atlanta,cell phones,US,2015-03-16 00:00:00, (Norcross),100.0,GA,all atlanta,"
        Serious buyers call me ",Apple IPhone 4S AT&T Black,http://atlanta.craigslist.org/atl/mob/4934825064.html,1,4s
191,atlanta,cell phones,US,2015-03-16 00:00:00, (Snellville),200.0,GA,all atlanta,"
        I have a black clean iphone 5s need gone today price is negotiable so call with your offers.",Clean Iphone 5s,http://atlanta.craigslist.org/atl/mob/4934829641.html,1,5s
192,atlanta,cell phones,US,2015-03-16 00:00:00," (Cool Tech Wireless, Norcross)",380.0,GA,all atlanta,"
        Cool Tech Wireless",Used iPhone 5S 16GB Gold GSM Unlocked,http://atlanta.craigslist.org/eat/mod/4934753509.html,1,5s
193,atlanta,cell phones,US,2015-03-16 00:00:00,,280.0,GA,all atlanta,"
        Unlocked iPhone 5s like new condition, comes with an otter box as well. Contact for any furthers details. There are a few pictures attatched.
    ",UNLOCKED IPHONE 5S,http://atlanta.craigslist.org/atl/mob/4934703861.html,1,5s
194,atlanta,cell phones,US,2015-03-16 00:00:00, (acworth),450.0,GA,all atlanta,"
        iPhone 6 sprint great condition clean esn (not stolen) 64 gb check the esn 356951064066040 then call me if you want to buy but must meet in acworth... Ps I'm not shipping you must meet text me @ ",Sprint iPhone 6,http://atlanta.craigslist.org/nat/mob/4934946350.html,1,6
195,atlanta,cell phones,US,2015-03-16 00:00:00, (Woodstock),275.0,GA,all atlanta,"
        Bad ESN But phone is only a month old. Switched services from TMobile to Verizon and have no use for the phone. The phone can be unlocked to work with other carriers.
    ",IPHONE 6 PLUS,http://atlanta.craigslist.org/nat/mob/4934956352.html,1,6+
196,atlanta,cell phones,US,2015-03-15 00:00:00," (Canton, GA)",250.0,GA,all atlanta,"
        Very clean phone. Had an Otter Box while in use. No dents, scratches, and screen is original and in perfect condition. ",Apple iPhone 5 - 16GB White& Silver AT&T,http://atlanta.craigslist.org/nat/mob/4933159529.html,1,5
197,atlanta,cell phones,US,2015-03-15 00:00:00, (Atlanta),75.0,GA,all atlanta,"
        Iphone 4 Sprint 8gb In great condition and the Esn is very Clean. If you want it you can have it. Call now Im asking $85 but will take the best offer. If you come with $75 there is no wait you can get it now. Call now if no answer please leave text ",Iphone 4 8gb Sprint White,http://atlanta.craigslist.org/atl/mob/4932949868.html,1,4
198,atlanta,cell phones,US,2015-03-15 00:00:00," (Doraville, Norcross, Chamblee)",600.0,GA,all atlanta,"
        New in box with all orginal unopened accessories. ",➨➨➨NIB iPhone 6 64 gb ATT Cricket H20 or can be unlocked,http://atlanta.craigslist.org/nat/mob/4932935348.html,1,6
199,atlanta,cell phones,US,2015-03-15 00:00:00, (Metro Atlanta),300.0,GA,all atlanta,"
        I have a clean imei and none Icloud  locked black Sprint IPhone 5S that is ready to use it is for sale or trade for a Verizon GS5 or a Note 2 on Verizon  no cracked screens and them are the only trades and or cash  on call or text if you have what I am looking for and I won't ship and don't have  pay pal or need help selling
    ",I have a 9/10 Sprint Iphone 5s for sale or trade for a Verizon GS5,http://atlanta.craigslist.org/atl/mob/4925102210.html,1,-1
200,atlanta,cell phones,US,2015-03-15 00:00:00,,580.0,GA,all atlanta,"
        I phone 6 16GB Gold for sale $500",IPhone 6 for sale and Samsung gear fit watch,http://atlanta.craigslist.org/wat/mob/4930097576.html,-1,-1
201,atlanta,cell phones,US,2015-03-15 00:00:00, (Flowery Branch),100.0,GA,all atlanta,"
        Iphone 4 Verizon comes with clear otter box case. Screen is scratch free works great. ",Iphone 4 Verizon,http://atlanta.craigslist.org/nat/mob/4933041866.html,1,4
202,atlanta,cell phones,US,2015-03-15 00:00:00, (Midtown),200.0,GA,all atlanta,"
        Open box Apple IPhone 5C 16gb In White. It is a Sprint phone but can also be used on Cricket Wireless. Clean ESN. This phone has never been activated on any carrier. ",APPLE IPHONE 5C White 16gb Cricket Wireless or Sprint,http://atlanta.craigslist.org/atl/mob/4933034881.html,1,5c
203,atlanta,cell phones,US,2015-03-15 00:00:00,,150.0,GA,all atlanta,"
        Iphone 4 16 gig AT&T unlocked white with several charging chords, charger.
    ",IPhone 4 16 gig AT&T unlocked,http://atlanta.craigslist.org/atl/mob/4918341780.html,1,4
204,atlanta,cell phones,US,2015-03-15 00:00:00,,100.0,GA,all atlanta,"
        I have an iPhone 4s for sale for $100 it has a scuff on back but not cracked for sale as is nothing wrong with functionality or screening phone just scuffed on the back or can fix and repair the back like new for 30 additional dollars. Serious buyers only.
    ",iPhone 4 s cheap!!!,http://atlanta.craigslist.org/atl/mob/4924085643.html,1,4s
205,atlanta,cell phones,US,2015-03-15 00:00:00, (Buford Ga),175.0,GA,all atlanta,"
        Iphone 5c for sale, very good condition. Willing to trade for Iphone 5, 5c, 5s on t mobile or at&t.",For sale or trade sprint iphone 5c 16gb,http://atlanta.craigslist.org/nat/mob/4933045412.html,1,-1
206,atlanta,cell phones,US,2015-03-15 00:00:00," (Stone Mountain, ga)",575.0,GA,all atlanta,"
        Up for sale is a BRAND NEW Apple iPhone 6 16GB Space Grey from T-Mobile. ","iPhone 6 T-MOBILE BRAND NEW IN BOX , SPACE GREY, 16GB, NEW, CLEAN IMEI",http://atlanta.craigslist.org/atl/mob/4925236187.html,1,6
207,atlanta,cell phones,US,2015-03-15 00:00:00, (atlanta-duluth),180.0,GA,all atlanta,"
        I have a factory unlocked white iphone 4s 16gb in good condition",Factory unlocked white iphone 4s 16gb,http://atlanta.craigslist.org/atl/mob/4924179063.html,1,4s
208,atlanta,cell phones,US,2015-03-15 00:00:00, (Dallas),100.0,GA,all atlanta,"
        ICLOUD LOCKED",IPHONE 5C,http://atlanta.craigslist.org/atl/mob/4933128706.html,1,5c
209,atlanta,cell phones,US,2015-03-15 00:00:00, (norcross),325.0,GA,all atlanta,"
        I have two new conditions iphone 5s & new condition iphone 5 both are AT&T 325$ both
    ",i have two iphone 4 sale 5s & 5,http://atlanta.craigslist.org/nat/mob/4933040692.html,1,5s
210,atlanta,cell phones,US,2015-03-15 00:00:00,,165.0,GA,all atlanta,"
        iPhone 5",iPhone 5 Unlocked,http://atlanta.craigslist.org/atl/mob/4933104449.html,1,5
211,atlanta,cell phones,US,2015-03-15 00:00:00, (Atlanta),750.0,GA,all atlanta,"
        ",BRAND NEW AT&T iPhone 6 Plus 64GB Space Grey - CLEAN IMEI,http://atlanta.craigslist.org/atl/mod/4914538875.html,1,6+
212,atlanta,cell phones,US,2015-03-15 00:00:00, (atlanta ga),550.0,GA,all atlanta,"
        this is brand new condition iphone 6 black 16GB I bought this from official Apple site its factory unlocked comes with everything i will  even add my rubber Survivor case for free which i paid 40 bucks asking 550 but may negotiate a few bucks . Decided to go back to android text me ",new UNLOCKED iphone 6 black,http://atlanta.craigslist.org/atl/mob/4927121446.html,1,6
213,atlanta,cell phones,US,2015-03-15 00:00:00, (buford),80.0,GA,all atlanta,"
        IPhone5  16g. Icloud is locked $80    ",IPHONE 516 G WHITE ICLOUD IS LOCKED $80,http://atlanta.craigslist.org/nat/mob/4933198826.html,1,0
214,atlanta,cell phones,US,2015-03-15 00:00:00, (Lilburn/Stone Mt.),70.0,GA,all atlanta,"
        Have one unopened iPhone 6 LifeProof Fre case in black. From the makers of Otterbox, it's water, dust, snow, and shock proof. Liked this case so much got two of them. Also bundling a used iPhone 6 LifeProof case and a used Incipio NGP case for iPhone 6. Both in black. Lifeproof case retails for $80 alone but will bundling the three cases for $70.
    ",iPhone 6 waterproof case by LifeProof,http://atlanta.craigslist.org/eat/mob/4933197730.html,-1,-1
215,atlanta,cell phones,US,2015-03-15 00:00:00, (Duluth),450.0,GA,all atlanta,"
        Gold iPhone 5S 32GB $450. 4O4.493.8928",iPhone 5S 32GB AT&T for Sale,http://atlanta.craigslist.org/nat/mob/4892184236.html,1,5s
216,atlanta,cell phones,US,2015-03-15 00:00:00,,400.0,GA,all atlanta,"
        Up for sale is a BRAND NEW iPhone 6 16GB in Gold from Any Carrier (Unlocked). Device has never been used before and comes with brand new wall charger, lightning cable, and headphones. iPhone has a GUARANTEED CLEAN IMEI and is ready for activation and use on the Nationwide AT&T, SPRINT, VERIZON WIRELESS, BOOST MOBILE, and T-Mobile 4G LTE Network or other carriers such as Metro PCS, Simple Mobile, Family Mobile, or Ultra Mobile. Retail price is $650 in store, However, PRICE IS ONLY $400.00!!!..... ",BRAND NEW! iPhone 6-Gold 16GB!!!,http://atlanta.craigslist.org/atl/mob/4933137774.html,1,6
217,atlanta,cell phones,US,2015-03-15 00:00:00, (atlanta),200.0,GA,all atlanta,"
        text me for pics, it works perfectly except the lock button but the assistive touch is super easy to use or you can get it fixed at the mall for $15. text me an offer, pick up at emory university
    ",iPhone 5 White 16 gb no scratches,http://atlanta.craigslist.org/atl/mob/4933188528.html,1,5
218,atlanta,cell phones,US,2015-03-15 00:00:00, (Marietta/Kennesaw),100.0,GA,all atlanta,"
        Clean ESN (Willing to Meet at Sprint Store)",Sprint White Apple iPhone 4S 16gb,http://atlanta.craigslist.org/atl/mob/4933230564.html,1,4s
219,atlanta,cell phones,US,2015-03-15 00:00:00,,100.0,GA,all atlanta,"
        Excellent condition for sale or exchange with Verizon Iphone (4 or 5 can pay difference)
    ",Iphone 4 - 8gb AT&T unlocked like new,http://atlanta.craigslist.org/atl/mob/4933209675.html,1,4
220,atlanta,cell phones,US,2015-03-15 00:00:00, (snellville),150.0,GA,all atlanta,"
        Great condition. clean esn . need gone ASAP ",SPRINT IPHONE 5 CASH ONLY OBO,http://atlanta.craigslist.org/eat/mob/4924663208.html,1,5c
221,atlanta,cell phones,US,2015-03-14 00:00:00, (lawrenceville),360.0,GA,all atlanta,"
        iphone 5S gold factory unlocked looks almost perfect.
    ",Factory Unlocked iphone 5s 16GB,http://atlanta.craigslist.org/nat/mob/4932450959.html,1,5s
222,atlanta,cell phones,US,2015-03-14 00:00:00,,300.0,GA,all atlanta,"
        I have a Brand New Black&Gold 16gb iPhone 5s for Tmobile. Not one Flaw or Scratch. Box and all accessories included. Clean Imei. Need to sell ASAP. Call or Text ",iPhone 5s Brand New Black & Gold,http://atlanta.craigslist.org/atl/mob/4931568867.html,1,5s
223,atlanta,cell phones,US,2015-03-14 00:00:00, (Canton),200.0,GA,all atlanta,"
        I am selling my AT&T iPhone 5 -16GB that is in great condition. I am including my tech 21 case. Save tons of money by buying this phone instead of a new one with a contract. Cash only. First one to contact me gets it.
    ",iPhone 5 for sale AT&T,http://atlanta.craigslist.org/nat/mob/4931583667.html,1,5
224,atlanta,cell phones,US,2015-03-14 00:00:00, (Roswell),220.0,GA,all atlanta,"
        I have this well maintained iPhone 5 for sale, it was serviced by AT&T, and was unlocked after contract ended. No blemish , no crack, always in protection shell, works perfectly. I upgraded to iPhone 6 last year. Original box, phone charger are included. ",iPhone 5 16GB White Factory Unlocked,http://atlanta.craigslist.org/atl/mob/4922571733.html,1,5
225,atlanta,cell phones,US,2015-03-14 00:00:00, (norcross),280.0,GA,all atlanta,"
        hey all, I have a great and perfect working condition IPHONE 5c in lime green, 16gb storage and with ATT service. clean and clear Esn without any balance on account. Ready for new owner.","iPhone 5c 16gb Green in good condition! Att, and clean esn",http://atlanta.craigslist.org/atl/mob/4926872996.html,1,5c
226,atlanta,cell phones,US,2015-03-14 00:00:00, (Norcross),100.0,GA,all atlanta,"
        Hey I have a pristine iPhone 3GS in perfect working condition 16gb with protective case and charger. ",iPhone 3GS in pristine condition,http://atlanta.craigslist.org/atl/mob/4898072923.html,1,3g
227,atlanta,cell phones,US,2015-03-14 00:00:00, (Atlanta),160.0,GA,all atlanta,"
        Blue iPhone 5c",Sprint iPhone 5c need gone asap,http://atlanta.craigslist.org/atl/mob/4892635424.html,-1,-1
228,atlanta,cell phones,US,2015-03-14 00:00:00,,200.0,GA,all atlanta,"
        iPhone 5",iPhone 5 T-Mobile (unlocked),http://atlanta.craigslist.org/atl/mob/4931656924.html,1,5
229,atlanta,cell phones,US,2015-03-14 00:00:00, (marietta),300.0,GA,all atlanta,"
        16 gb iphone 5c's all unlocked activate on metro",Iphone 5c's unlocked different colors,http://atlanta.craigslist.org/atl/mod/4931487525.html,1,5c
230,atlanta,cell phones,US,2015-03-14 00:00:00,,550.0,GA,all atlanta,"
        Brand New (In Box) IPhone 6 16GB (T-Mobile). Never Been Activated
    ",IPhone 6 16GB (T-Mobile),http://atlanta.craigslist.org/atl/mob/4931657810.html,1,6
231,atlanta,cell phones,US,2015-03-14 00:00:00,,550.0,GA,all atlanta,"
        iPhone 6 16gb AT&T in perfect conditions absolutely no scratches. Price is negotiable",Iphone 6 Space grey,http://atlanta.craigslist.org/atl/mob/4931652246.html,1,6
232,atlanta,cell phones,US,2015-03-14 00:00:00, (Atlanta),550.0,GA,all atlanta,"
        IPhone 6 flawless condition just comes with charger texts me or call thanks I don't have time for the game or b.s. and I don't ship thanks prices firm
    ",iPhone 6 T-Mobile,http://atlanta.craigslist.org/nat/mob/4931713953.html,1,6
233,atlanta,cell phones,US,2015-03-14 00:00:00, (Norcross),175.0,GA,all atlanta,"
        iPhone 5c Pink AT&T Perfect condition text if interested 4zero4two3four88two7
    ",IPhone 5c pink att,http://atlanta.craigslist.org/nat/mob/4931720011.html,1,5c
234,atlanta,cell phones,US,2015-03-14 00:00:00, (Norcross),575.0,GA,all atlanta,"
        Space grey iPhone 6 128GB AT&T Perfect condition text if interested ",iPhone 6 AT&T,http://atlanta.craigslist.org/atl/mob/4931759337.html,1,6
235,atlanta,cell phones,US,2015-03-14 00:00:00, (Austell),349.0,GA,all atlanta,"
        Iphone 5c Factory Unlock And Ready ToGo",-IPhone 5c - Factory Unlocked -,http://atlanta.craigslist.org/atl/mod/4922771027.html,1,5c
236,atlanta,cell phones,US,2015-03-14 00:00:00, ((1227 Battlefield Parkway)),599.0,GA,all atlanta,"
        We Simple Mobile Solution have been running a Exclusive offer to the iPhone 6 & 6 plus lover's for few days. You Can just take away iPhone 6 Unlocked 16 GB for $599 with $120 off on $719(You can also check amazon.com) with and iPhone 6 plus Unlocked 16 GB for $699.",iPhone 6 Unlocked 16gb Space Gray (NEW),http://atlanta.craigslist.org/nat/mod/4890618009.html,1,6
237,atlanta,cell phones,US,2015-03-14 00:00:00, (lawrenceville),175.0,GA,all atlanta,"
        iPhone 5 white T-Mobile for sale 8/condition askin $180 Obo  if interested text or call ",iPhone 5 T-Mobile 16gb,http://atlanta.craigslist.org/atl/mob/4931817860.html,1,5
238,atlanta,cell phones,US,2015-03-14 00:00:00, (Powder Springs),160.0,GA,all atlanta,"
        iPhone 4S on Virgin Mobile Network",iPhone 4S Virgin Mobile,http://atlanta.craigslist.org/nat/mob/4931777021.html,1,4s
239,atlanta,cell phones,US,2015-03-14 00:00:00, (Powder Springs),230.0,GA,all atlanta,"
        Black iPhone 5",Virgin Mobile iPhone 5 16GB,http://atlanta.craigslist.org/nat/mob/4931828866.html,1,5
240,atlanta,cell phones,US,2015-03-14 00:00:00, (Duluth),300.0,GA,all atlanta,"
        I'm selling my iPhone 5S 16GB gold color in excellent condition from Sprint.","iPhone 5S 16GB Gold Sprint CLEAN ESN, Excellent Condition",http://atlanta.craigslist.org/nat/mob/4921316199.html,1,5s
241,atlanta,cell phones,US,2015-03-14 00:00:00," (Jimmy Carter, Woodstock)",850.0,GA,all atlanta,"
        _We're collecting all iphones, ipads, macbooks...","Sell Us Your Iphones, Ipads, Macbooks (iPhone 5s, 6, 6 plus)",http://atlanta.craigslist.org/atl/mod/4890821646.html,-1,-1
242,atlanta,cell phones,US,2015-03-13 00:00:00, (duluth),550.0,GA,all atlanta,"
        This device was used for hours only. NO scratches NO damages. ESN CLEAN. ",Iphone 6 16gb Gold NEW $550,http://atlanta.craigslist.org/nat/mob/4930903148.html,1,6
243,atlanta,cell phones,US,2015-03-13 00:00:00, (Buckhead),100.0,GA,all atlanta,"
        I have a used T-Mobile iPhone 5 for sale.  Phone still works like new - had one drop a while back that resulted in a diagonal crack across the screen, but it's hardly noticeable while using the phone / when it's lit.  Please send me an email and let me know if you are interested or have any other questions. ",iPhone 5 Good Condition,http://atlanta.craigslist.org/atl/mob/4930053150.html,1,5
244,atlanta,cell phones,US,2015-03-13 00:00:00, (Roswell/E Cobb/Woodstock),160.0,GA,all atlanta,"
        Apple iPhone 4S 16GB black - AT&T unlocked. This phone is in MINT condition and I am the original owner. The phone has been unlocked by AT&T and I've been using it for the last year with StraightTalk. I have also used it, of course, on AT&T's network. You can use this phone with any provider that supports iPhones. Includes charger.",iPhone 4S 16GB black - ATT unlocked - Mint,http://atlanta.craigslist.org/nat/mob/4929976923.html,1,4s
245,atlanta,cell phones,US,2015-03-13 00:00:00, (lawrenceville ga),575.0,GA,all atlanta,"
        Like New with Box no scratches no cracks perfect condition only used for 2 months please serious inquiries only
    ",IPhone 6 plus 16gb like new,http://atlanta.craigslist.org/atl/mob/4930075520.html,1,6+
246,atlanta,cell phones,US,2015-03-13 00:00:00, (Roswell Road),250.0,GA,all atlanta,"
        Perfect condition iPhone 5 and charger. ",AT&T iPhone 5 -perfect condition,http://atlanta.craigslist.org/nat/mob/4930124324.html,1,5
247,atlanta,cell phones,US,2015-03-13 00:00:00, (lithonia),630.0,GA,all atlanta,"
        1 SPACE GREY TMOBILE IPHONE 6 COMES WITH EVERY THING HIT ME UP IF INTERESTED
    ",1 BRAND NEW IPHONE 6,http://atlanta.craigslist.org/atl/mob/4930105544.html,1,6
248,atlanta,cell phones,US,2015-03-13 00:00:00, (Smyrna),175.0,GA,all atlanta,"
        Color: Black.  Capacity: 16 GB. Excellent condition, always in case.  You get the case for free.  Not interested in negotiations.  Open for valid questions.",iPhone 4s - verizon - excellent condition - clean esn,http://atlanta.craigslist.org/atl/mob/4930139460.html,1,4s
249,atlanta,cell phones,US,2015-03-13 00:00:00, (TEST BEFORE YOU BUY Norcross),100.0,GA,all atlanta,"
        iPhone 4",IPHONE 4 WORKS GREAT LIKE NEW A1332 NEED TO SELL TODAY,http://atlanta.craigslist.org/atl/mob/4894638972.html,-1,-1
250,atlanta,cell phones,US,2015-03-13 00:00:00,,175.0,GA,all atlanta,"
        Like brand new ",Blue tmobile iPhone 5c,http://atlanta.craigslist.org/atl/mob/4930223456.html,1,5c
251,atlanta,cell phones,US,2015-03-13 00:00:00, (West Atlanta),250.0,GA,all atlanta,"
        Contact me at ",iPhone 6 Sprint cracked,http://atlanta.craigslist.org/wat/mob/4930218875.html,1,6
252,atlanta,cell phones,US,2015-03-13 00:00:00,,550.0,GA,all atlanta,"
        iPhone 6 plus - 16gb",T-Mobile iPhone 6 plus,http://atlanta.craigslist.org/atl/mob/4911748068.html,1,6+
253,atlanta,cell phones,US,2015-03-13 00:00:00, (West Atlanta),350.0,GA,all atlanta,"
        Serious inquiries only ",iPhone 6 64 Gb cracked sprint,http://atlanta.craigslist.org/wat/mob/4930357535.html,1,6
254,atlanta,cell phones,US,2015-03-13 00:00:00, (ATLANTA),599.0,GA,all atlanta,"
        I have a brand new, unopened black iPhone 5s. It is an AT&T phone, but has not been programmed. It does not have a SIM card in it. I have not even opened up the packaging on the phone yet.",iPhone 5s 16gb new unopened box no contract,http://atlanta.craigslist.org/atl/mob/4930111462.html,1,5s
255,atlanta,cell phones,US,2015-03-13 00:00:00, (Kennesaw),265.0,GA,all atlanta,"
        (Orlando)iPhone 5, 16gb, clean ESN, no contract, GSM AT&T, icloud acct removed ","iPhone 5, 16gb, clean ESN, no contract, GSM AT&T, icloud acct removed",http://atlanta.craigslist.org/wat/mob/4888495130.html,1,5
256,atlanta,cell phones,US,2015-03-13 00:00:00,,240.0,GA,all atlanta,"
        I have a clean iPhone 5s and the iPhone is with Spirnt. The phone is in good condition the only thing is it have a crack across the screen. It have a clean ESN so the phone can be activated. It's a 16GB.Contact me ",IPhone 5s,http://atlanta.craigslist.org/atl/mob/4930402582.html,1,5s
257,atlanta,cell phones,US,2015-03-13 00:00:00,,325.0,GA,all atlanta,"
        Brand New IPhone 5s for T-Mobile. 16gb Flawless with Box and all accessories. Need to sell immediately so price is somewhat negotiable. Call or text ",iPhone 5s 16gb Black& Gold,http://atlanta.craigslist.org/atl/mob/4930503664.html,1,5s
258,atlanta,cell phones,US,2015-03-13 00:00:00,,270.0,GA,all atlanta,"
        iPhone 5 16GB Unlocked ( White & Silver ) ",iPhone 5 16 GB unlocked,http://atlanta.craigslist.org/atl/mob/4930517939.html,1,5
259,atlanta,cell phones,US,2015-03-13 00:00:00,,100.0,GA,all atlanta,"
        Factory unlocked iphone 4s go with any service no scratches or cracks on it comes with a case call only if serious ",iphone 4s factory unlocked,http://atlanta.craigslist.org/atl/mob/4930539051.html,1,4s
260,atlanta,cell phones,US,2015-03-13 00:00:00,,350.0,GA,all atlanta,"
        Selling iPhone 5S. Does have crack by camera lens. Does not affect taking pictures. Works with AT&T. 16GB.
    ",iPhone 5S,http://atlanta.craigslist.org/wat/mob/4930530979.html,1,5s
261,atlanta,cell phones,US,2015-03-13 00:00:00, (Gwinnett),150.0,GA,all atlanta,"
        I'm selling my 32GB Black iPhone 4. It's in perfect condition with a clean ESN. It comes with a screen protector (installed), charger and case. Will meet at nearby Verizon store to verify clean ESN. ",32GB Black iPhone 4 (Verizon),http://atlanta.craigslist.org/nat/mob/4930061287.html,1,4
262,atlanta,cell phones,US,2015-03-13 00:00:00, (Lithonia),120.0,GA,all atlanta,"
        Att iPhone 4 8gb cracked screen and scratches on back. ",2 iPhone 4 - Verizon & At&t,http://atlanta.craigslist.org/atl/mob/4930567474.html,1,4
263,atlanta,cell phones,US,2015-03-12 00:00:00, (Midtown),280.0,GA,all atlanta,"
        This a like new IPhone 5S with 16GB of internal memory and the finger print scanner for supreme security. If you think you'll need more memory you can easily upgrade it through iCloud to optimize it to as much as 1TB so there's no need to blow all your money on a 60 and 100+ GB iPhone. This phone is not stolen, there are no nicks or scratches, and it has been totally wiped clean to its factory settings. PLEASE NO TRADES OR LOW BALLERS.",iPhone 5S 16GB Sprint,http://atlanta.craigslist.org/atl/mob/4929345707.html,1,5s
264,atlanta,cell phones,US,2015-03-12 00:00:00, (atlanta),500.0,GA,all atlanta,"
        Trade unlocked IPhone 6 64gb for unlocked Tmobile note 4 or ATT Note 4 ....and please don't try to play me with a fake note.. I know the difference..will meet in public area. No I don't want to sell it. Only trade ",Unlocked iphone 6 64gb Trade,http://atlanta.craigslist.org/atl/mob/4929258620.html,1,-1
265,atlanta,cell phones,US,2015-03-12 00:00:00, (anywhere),250.0,GA,all atlanta,"
        upgraded clean esn sprint",iphone 5s,http://atlanta.craigslist.org/atl/mob/4928233689.html,1,5s
266,atlanta,cell phones,US,2015-03-12 00:00:00, (dunwoody),200.0,GA,all atlanta,"
        I am selling an Iphone 5S 16gb sprint. It's blacklist but you can use it oversea or use it like an super Ipod. It has good condition and alway in case. Email or text 4 zero 4 310 1333",IPHONE 5S 200$,http://atlanta.craigslist.org/nat/mob/4928209305.html,1,5s
267,atlanta,cell phones,US,2015-03-12 00:00:00, (Gainesville),125.0,GA,all atlanta,"
        iphone 4s 16g black in perfect condition comes with box a pink case and charger in perfect condition just upgraded to the 6plus
    ",iphone 4s 16g black,http://atlanta.craigslist.org/eat/mob/4928291135.html,1,4s
268,atlanta,cell phones,US,2015-03-12 00:00:00, (Midtown),350.0,GA,all atlanta,"
        I have an AT&T iPhone 5s in great working condition. Comes with a lifeproof nuud case and belt clip, a regular lifeproof case, two other cases, original box with charger and ear buds. Text only.
    ",AT&T iPhone 5s,http://atlanta.craigslist.org/atl/mob/4928336505.html,1,5s
269,atlanta,cell phones,US,2015-03-12 00:00:00, (Gwinnet/Buckhead/Atlanta),580.0,GA,all atlanta,"
        Text Prefered First!",IPhone 6 5s Verizon Note 4 WE BVY BUY,http://atlanta.craigslist.org/atl/mob/4928398935.html,-1,-1
270,atlanta,cell phones,US,2015-03-12 00:00:00,,300.0,GA,all atlanta,"
        32GB Verizon iPhone 5 in black.  Has been in an Otterbox Defender case constantly so it is in great condition.
    ",iPhone 5 32GB Black Verizon,http://atlanta.craigslist.org/atl/mob/4928443455.html,1,5
271,atlanta,cell phones,US,2015-03-12 00:00:00, (Downtown Atlanta),300.0,GA,all atlanta,"
        Apple iPhone 5s 16GB ",Apple IPhone 5s 16gb GOLD AT&T w/ External Battery Charger Case,http://atlanta.craigslist.org/atl/mob/4928370086.html,1,-1
272,atlanta,cell phones,US,2015-03-12 00:00:00, (Upstate SC Warehouse),95.0,GA,all atlanta,"
        We have an iPhone 4s 32gb (black) for sale. ($95 + tax)It's ready for activation on SPRINT. Comes with NEW Wall Charger adapter, NEW Car Charger adapter, NEW Sync cable. It's in excellent condition.","iPhone 4S 32gb SPRINT, Clear ESN, Mint Condition, WE SHIP.",http://atlanta.craigslist.org/nat/mod/4888453353.html,1,4s
273,atlanta,cell phones,US,2015-03-12 00:00:00, (MIDTOWN ATLANTA),75.0,GA,all atlanta,"
        iPhone 3G with box. Gently used. Minor scratches on back plastic. Does not include charger or headphones. Everything works - all buttons, speaker, microphone, Wi-Fi. Everything works.",iPHONE 3G 8GB BLACK WITH BOX EXCELLENT CONDITION AT&T,http://atlanta.craigslist.org/atl/mob/4928377090.html,1,3g
274,atlanta,cell phones,US,2015-03-12 00:00:00, (Snellville),650.0,GA,all atlanta,"
        I have a Iphone 6 Plus Brand New Never Used. It has the plastic on the screen and all accessories still in original packaging. The only flaw is i do not have the origianl box. It is 64 GB and is silver. Looking for 650 Or best offer, or will trade for an Iphone 6 and you add cash. Text or call me at ",Att Iphone 6 Plus,http://atlanta.craigslist.org/eat/mob/4928438539.html,1,6+
275,atlanta,cell phones,US,2015-03-12 00:00:00, (Gwinnet/Buckhead/Atlanta/Dunwoody),570.0,GA,all atlanta,"
        Text Preferred First!",Brand New Never Used iPhone 6 Verizon USA GSM Unlocked,http://atlanta.craigslist.org/atl/mob/4928458395.html,1,6
276,atlanta,cell phones,US,2015-03-12 00:00:00, (Woodstock),200.0,GA,all atlanta,"
        Used Sprint  iPhone 5 64 GB. Works great and in good condition. Phone has been kept in a OtterBox from day one. No charger Included. Please contact me if you have any questions. Cash and local only. ",IPhone 5 64 GB,http://atlanta.craigslist.org/nat/mob/4928551239.html,1,5
277,atlanta,cell phones,US,2015-03-12 00:00:00, (Atlanta),170.0,GA,all atlanta,"
        Text me first, then i will Return a call with more information ,",*************** iPhone 5 Sprint FLAWLESS altogether ***********FIRM-->,http://atlanta.craigslist.org/atl/mob/4928563150.html,1,5s
278,atlanta,cell phones,US,2015-03-12 00:00:00, (Atlanta),170.0,GA,all atlanta,"
        No problems at all text me first for more information ",***************** AT&T iPhone 5 FLAWLESS altogether ***********FIRM-->,http://atlanta.craigslist.org/atl/mob/4928577165.html,1,5
279,atlanta,cell phones,US,2015-03-14 00:00:00, (Lawrenceville),250.0,GA,all atlanta,"
        In excellent condition - comes with the original box. Clean ESN. 16 GB memory.",White iPhone 5 Sprint - excellent condition,http://atlanta.craigslist.org/nat/mob/4921464330.html,1,5s
