category,create_date,title,country,price,area,state,location,subarea,class,bin_class
cell phones,3/5/15 16:11,IPhone 4s 16gb white 8.1.1-2 Jailbroken att,US,150,atlanta,GA,,all atlanta,4s,1
cell phones,3/5/15 16:40,Iphone 4,US,90,atlanta,GA,,all atlanta,4,1
cell phones,3/5/15 16:46,White iPhone 5 16gb *LIKE NEW*,US,250,atlanta,GA, (Buckhead),all atlanta,5,1
cell phones,3/5/15 17:01,Gold iPhone 6 Sprint,US,380,atlanta,GA,,all atlanta,6,1
cell phones,3/5/15 17:04,iPhone 5 s,US,275,atlanta,GA, (Cherokee),all atlanta,5s,1
cell phones,3/5/15 17:13,**BRAND NEW 128GB iPhone 6 Plus Gold Verizon FACTORY UNLOCKED**,US,860,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,3/5/15 17:20,Gold iPhone 6+ sprint,US,420,atlanta,GA,,all atlanta,6+,1
cell phones,3/5/15 17:21,WTT sprint iPhone 5c for any tmobile,US,200,atlanta,GA,,all atlanta,5c,1
cell phones,3/5/15 17:22,Great Condition At&amp;T Iphone 4S,US,100,atlanta,GA, (RIVERDALE),all atlanta,4s,1
cell phones,3/5/15 17:24,IPHONE 4 + accessories,US,60,atlanta,GA, (McDonough),all atlanta,4,1
cell phones,3/5/15 17:41,Unlocked iPhone 6 Grey 16Gb,US,500,atlanta,GA,,all atlanta,6,1
cell phones,3/5/15 18:04,IPHONE 5S AND NOTE3 FOR TRADE NOTE 4,US,270,atlanta,GA, (powder springs),all atlanta,0,0
cell phones,3/5/15 18:48,ATT IPHONE 5C WHITE 32GB NEE,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/5/15 18:56,IPHONE 5C ATT WHITE 32GB NEW,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/5/15 19:25,iphone 5 for sale,US,300,atlanta,GA, (Raleigh NC),all atlanta,5,1
cell phones,3/5/15 19:26,iPhone 5 16gb Black Sprint,US,170,atlanta,GA,,all atlanta,5,1
cell phones,3/5/15 19:49,iPhone 5 unlocked,US,250,atlanta,GA, (Lawrenceville),all atlanta,5,1
cell phones,3/5/15 19:51,"iPhone 6 Space Gray, 64GB w/ AppleCare+",US,650,atlanta,GA, (Alpharetta),all atlanta,6,1
cell phones,3/5/15 19:53,New iPhone 6 Plus,US,850,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6+,1
cell phones,3/5/15 20:16,"iphone 5s(32), 4s(32), 4(8gb)",US,300,atlanta,GA, (ATL),all atlanta,0,0
cell phones,3/5/15 20:29,AT&amp;T iPhone 4,US,65,atlanta,GA, (Downtown Atlanta),all atlanta,4,1
cell phones,3/5/15 20:45,iPhone 5 - AT&amp;T - 16GB - Great Condition,US,240,atlanta,GA, (Marietta/East Cobb),all atlanta,5,1
cell phones,3/5/15 21:41,Sprint iPhone 5s,US,250,atlanta,GA, (Lawrenceville),all atlanta,5s,1
cell phones,3/5/15 21:47,Unlocked AT&amp;T 32 GB iPhone 5S (Black),US,380,atlanta,GA, (Camp Creek),all atlanta,5s,1
cell phones,3/5/15 21:51,iPhone 5 AT&amp;T,US,275,atlanta,GA, (Roswell),all atlanta,5,1
cell phones,3/5/15 22:07,IPHONE 5S AT&amp;T,US,290,atlanta,GA, (dallas ga),all atlanta,5s,1
cell phones,3/5/15 23:00,IPHONE 5c UNLOCKED,US,260,atlanta,GA, (lawrenceville),all atlanta,5c,1
cell phones,3/5/15 23:12,White IPhone 4s AT&amp;T,US,90,atlanta,GA, (Woodstock),all atlanta,4s,1
cell phones,3/5/15 23:33,iPhone 6 $500,US,500,atlanta,GA,,all atlanta,6,1
cell phones,3/6/15 2:22,Apple iPhone 5s AT&amp;T,US,300,atlanta,GA, (Mcdonough/Stockbridge atlanta),all atlanta,5s,1
cell phones,3/6/15 2:50,Apple IPhone 4S 16gig Bundle Black &amp; White,US,170,atlanta,GA, (Forest Park),all atlanta,4s,1
cell phones,3/6/15 3:21,iphone 5c 32 gb white att,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/6/15 3:52,"Top buyer for iPhone 6+, 6, 5s, 5c",US,999,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,3/6/15 3:52,"Top buyer for iPhone 6+, 6, 5s, 5c",US,999,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,3/6/15 4:01,iphone 5c 32gb white new att,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/6/15 6:44,iPhone 4S great condition Verizon,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,3/6/15 9:27,iPhone 4s Verizon 32gb,US,140,atlanta,GA, (McDonough),all atlanta,4s,1
cell phones,3/6/15 10:01,iPhone 5 16gb-AT&amp;T Excellent Condition,US,200,atlanta,GA, (Cumming),all atlanta,5,1
cell phones,3/6/15 10:16,iphone 5S screen OEM quality,US,70,atlanta,GA, (marietta),all atlanta,5s,1
cell phones,3/6/15 10:55,mutiple colors iphone 5c unlocked,US,300,atlanta,GA, (marietta),all atlanta,5c,1
cell phones,3/6/15 11:17,Iphone 6 64gb used unlock,US,570,atlanta,GA, (Downtown),all atlanta,6,1
cell phones,3/6/15 11:19,Gold iPhone 5s AT&amp;T,US,315,atlanta,GA, (Dekalb county),all atlanta,5s,1
cell phones,3/6/15 11:47,iphone 5 screen OEM quality,US,65,atlanta,GA, (marietta),all atlanta,5,1
cell phones,3/6/15 12:12,iPhone 5 16gb,US,130,atlanta,GA,,all atlanta,5,1
cell phones,3/6/15 12:30,Iphone 5s att/tmobile,US,300,atlanta,GA, (Stockbridge),all atlanta,5s,1
cell phones,3/6/15 12:32,iPhone 5 - AT&amp;T - 16GB - Great Condition,US,225,atlanta,GA, (Marietta/East Cobb),all atlanta,5,1
cell phones,3/6/15 12:41,Like new Iphone 4 - Verizon,US,75,atlanta,GA, (Tucker/Decatur),all atlanta,4,1
cell phones,3/6/15 12:52,Unlocked AT&amp;T Black iPhone 5 16GB,US,275,atlanta,GA," (Cumming, GA)",all atlanta,5,1
cell phones,3/6/15 12:57,iPhone 6,US,600,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,3/6/15 13:11,iPhone 6,US,650,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,3/6/15 13:17,iPhone 6,US,650,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,3/6/15 13:49,Iphone 5 Unlocked black,US,250,atlanta,GA, (alpharetta),all atlanta,5,1
cell phones,3/6/15 15:52,BRAND NEW Factory Unlocked iPhone 6 Space Grey - 16GB - CLEAN IMEI,US,600,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/6/15 15:58,GOLD IPHONE 6PLUS 16gb VERIZON,US,600,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/6/15 16:18,iPhone 4-ATT- $80,US,80,atlanta,GA, (Gainesville),all atlanta,4,1
cell phones,3/6/15 16:21,Unlocked iPhone 5c 16GB,US,210,atlanta,GA, (Cumming),all atlanta,5c,1
cell phones,3/6/15 16:41,**EXCELLENT MINT 16GB iPhone 6 Plus Space Gray AT&amp;T CLEAN IMEI**,US,640,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,3/6/15 16:42,BRAND NEW - Apple iPhone 6 16GB Space Grey T-Mobile/MetroPCS **NEW**,US,570,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/6/15 17:05,brand new iphone 5c,US,250,atlanta,GA, (lawrenceville),all atlanta,5c,1
cell phones,3/6/15 17:16,Unlocked T-mobile iPhone 5 16G,US,275,atlanta,GA, (Monroe),all atlanta,5,1
cell phones,3/6/15 17:31,iPhone 5c AT&amp;T 16gb Green,US,200,atlanta,GA, (Douglasville),all atlanta,5c,1
cell phones,3/6/15 17:31,Brand New Verizon IPhone 6 Gold 16 GB,US,600,atlanta,GA, (Franklin),all atlanta,6,1
cell phones,3/6/15 17:33,iPhone 5 black 16 GB Unlocked,US,295,atlanta,GA, (snellville),all atlanta,5,1
cell phones,3/6/15 19:15,Iphone 5s,US,320,atlanta,GA, (Douglasville),all atlanta,5s,1
cell phones,3/6/15 19:55,Blue IPhone 5c for Sale,US,150,atlanta,GA, (S. Hairston),all atlanta,5c,1
cell phones,3/6/15 20:09,iPhone 5c,US,300,atlanta,GA, (Near the airport),all atlanta,5c,1
cell phones,3/6/15 20:36,iPhone 3gs AT&amp;T 32gb,US,75,atlanta,GA,,all atlanta,3g,1
cell phones,3/6/15 23:44,IPhone 4S Unlocked,US,125,atlanta,GA,,all atlanta,4s,1
cell phones,3/6/15 23:47,Like New!!! Iphone 4S AT&amp;T 16GB Black Unlocked!!!,US,150,atlanta,GA, (Atlanta),all atlanta,4s,1
cell phones,3/7/15 0:59,BRAND NEW IPHONE 5,US,250,atlanta,GA, (Newnan),all atlanta,5,1
cell phones,3/7/15 1:49,Selling iphone 4,US,250,atlanta,GA, (Cumming),all atlanta,4,1
cell phones,3/7/15 3:48,iPhone 5s 32g black ATT,US,300,atlanta,GA, (Lilburn),all atlanta,5s,1
cell phones,3/7/15 8:13,iPhone 5 for sale,US,80,atlanta,GA, (downtown Atlanta),all atlanta,5,1
cell phones,3/7/15 8:27,IPHONE 5 16 GB SPRINT,US,175,atlanta,GA, (lithonia),all atlanta,5,1
cell phones,3/7/15 8:28,iPhone 4s,US,80,atlanta,GA,,all atlanta,4s,1
cell phones,3/7/15 9:23,Iphone 5c,US,80,atlanta,GA, (Douglasville),all atlanta,5c,1
cell phones,3/7/15 9:50,mutiple colors iphone 5c unlocked,US,300,atlanta,GA, (marietta),all atlanta,5c,1
cell phones,3/7/15 9:50,mutiple colors iphone 5c unlocked,US,300,atlanta,GA, (marietta),all atlanta,5c,1
cell phones,3/7/15 10:37,Sprint iPhone 5 16gb White,US,250,atlanta,GA, (Jonesboro),all atlanta,5,1
cell phones,3/7/15 10:46,"Iphone 6, 128GB, Factory Unlock, Any Carrier, Space Gray",US,775,atlanta,GA, (Downtown Atlantaq),all atlanta,6,1
cell phones,3/7/15 10:46,iphone 5s sprint,US,200,atlanta,GA,,all atlanta,5s,1
cell phones,3/7/15 10:57,Apple iPhone 6 Plus 16gb Sprint (LIKE NEW),US,600,atlanta,GA, (Stockbridge),all atlanta,6+,1
cell phones,3/7/15 11:16,Different colors available iphone 5c unlocked,US,300,atlanta,GA, (marietta),all atlanta,5c,1
cell phones,3/7/15 11:16,Iphone 5s 32 gb White,US,350,atlanta,GA,,all atlanta,5s,1
cell phones,3/7/15 11:24,Iphone 5s gold,US,250,atlanta,GA, (norcross),all atlanta,5s,1
cell phones,3/7/15 12:20,iPhone 5 ATT Unlocked 32GB,US,300,atlanta,GA, (DULUTH),all atlanta,5,1
cell phones,3/7/15 12:40,iPhone 5c,US,125,atlanta,GA, (Tucker),all atlanta,5c,1
cell phones,3/7/15 12:54,iPhone 5 -- 32GB,US,220,atlanta,GA, (Dunwoody),all atlanta,5,1
cell phones,3/7/15 12:55,Iphone 5 factory unlocked white 16gb $250,US,250,atlanta,GA,,all atlanta,5,1
cell phones,3/7/15 13:05,iPhone 5 Unlocked - 16GB Black,US,200,atlanta,GA, (Alpharetta),all atlanta,5,1
cell phones,3/7/15 13:26,iPhone 4S Verizon 16gb fair condition. Won't last,US,110,atlanta,GA, (Atlanta / Anywhere),all atlanta,4s,1
cell phones,3/7/15 13:32,iPhone 4s for sale,US,130,atlanta,GA, (East Point),all atlanta,4s,1
cell phones,3/7/15 13:41,BRAND NEW Factory Unlocked iPhone 6 Space Grey - 16GB - CLEAN IMEI,US,600,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/7/15 13:54,"WE HAVE CASH IN HAND FOR YOUR IPHONE,IPOD,IPAD OR SMARTPHONE",US,600,atlanta,GA, (ATLANTA),all atlanta,0,0
cell phones,3/7/15 14:00,iPhone 5c,US,250,atlanta,GA, (Forest park),all atlanta,5c,1
cell phones,3/7/15 14:02,condition iPhone 6 plus,US,150,atlanta,GA, (atlanta),all atlanta,6+,1
cell phones,3/7/15 14:12,iPhone 5 - 32 GB - Verizon - Space Gray with Otterbox case,US,325,atlanta,GA, (Smyrna),all atlanta,5,1
cell phones,3/7/15 14:28,iPhone 4s Verizon 16gb,US,130,atlanta,GA, (Austell),all atlanta,4s,1
cell phones,3/7/15 14:29,Unlocked iPhone 4s 16gb black!,US,175,atlanta,GA, (Riverdale &amp; Midtown),all atlanta,4s,1
cell phones,3/7/15 14:43,IPHONE FACTORY UNLOCKING (IPHONE 6 &amp; IPHONE 6 PLUS),US,65,atlanta,GA, (SOUTH ATLANTA),all atlanta,0,0
cell phones,3/7/15 14:43,IPHONE FACTORY UNLOCKING,US,90,atlanta,GA, (SOUTH ATLANTA),all atlanta,0,0
cell phones,3/7/15 15:11,IPhone 5s 16gb - at&amp;t,US,350,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,3/7/15 15:20,IPHONE 6 (16 GB),US,550,atlanta,GA,,all atlanta,6,1
cell phones,3/7/15 15:25,BRAND NEW IPHONE 5,US,250,atlanta,GA, (Newnan),all atlanta,5,1
cell phones,3/7/15 15:55,iphone 5c 32gb white,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/7/15 15:55,IPHONE 6 (16 GB),US,550,atlanta,GA,,all atlanta,6,1
cell phones,3/7/15 15:56,iphone 5c 32gb white,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/7/15 15:59,Iphone 6 Plus and Iphone 6 Bad Esn For Sale,US,500,atlanta,GA, (Gainesville),all atlanta,0,0
cell phones,3/7/15 16:04,iphone 5c white 32gb,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/7/15 16:06,iPhone 4 16 gb,US,160,atlanta,GA, (Norcross),all atlanta,4,1
cell phones,3/7/15 16:47,iphone 4 Verizon,US,80,atlanta,GA, (Atlanta),all atlanta,4,1
cell phones,3/7/15 16:48,iPhone 5c sprint white 16gb,US,150,atlanta,GA,,all atlanta,5c,1
cell phones,3/7/15 17:08,iphone 5c white 32gb,US,280,atlanta,GA, (alpharetta),all atlanta,5c,1
cell phones,3/7/15 17:56,Verizon iPhone 5 16gig with otterbox,US,200,atlanta,GA, (Clayton county),all atlanta,5,1
cell phones,3/7/15 17:59,iPhone 6 T-Mobile 64 GB,US,500,atlanta,GA, (EAV),all atlanta,6,1
cell phones,3/7/15 18:34,iPhone 5s 16g- Verizon *** Tons of accessories ***,US,350,atlanta,GA, (acworth),all atlanta,5s,1
cell phones,3/7/15 18:45,iPhone 4 for sale by owner,US,150,atlanta,GA,,all atlanta,4,1
cell phones,3/7/15 18:55,"Top buyer for iPhone 6+, 6, 5s, 5c",US,999,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,3/7/15 19:14,iPhone 5c Verizon white 32gb excellent $250,US,250,atlanta,GA, (Griffin),all atlanta,5c,1
cell phones,3/7/15 19:20,iPhone 5 amazing conditions like new $ 225 with a Oakley case,US,225,atlanta,GA, (Norcross),all atlanta,5,1
cell phones,3/7/15 20:24,Vendo iphone 5s para at&amp;t,US,300,atlanta,GA,,all atlanta,5s,1
cell phones,3/8/15 9:59,iPhone 4s - Missing Charger / Cracked Screen,US,75,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/8/15 10:32,iPhone 6 Plus 16gb and iphone 5s 16gb,US,730,atlanta,GA,,all atlanta,5,1
cell phones,3/8/15 10:51,iPhone 5 for sale,US,225,atlanta,GA, (Kennesaw),all atlanta,6+,1
cell phones,3/8/15 11:00,Iphone 5s gold 16gb,US,250,atlanta,GA,,all atlanta,5,1
cell phones,3/8/15 11:14,Iphone 5 - Disabled - AT&amp;T,US,100,atlanta,GA, (Tucker),all atlanta,5s,1
cell phones,3/8/15 11:15,Iphone 4,US,100,atlanta,GA, (suwanee),all atlanta,4,1
cell phones,3/8/15 11:28,Iphone 5S,US,325,atlanta,GA, (Dacula),all atlanta,5s,1
cell phones,3/8/15 12:24,BRAND NEW T-Mobile iPhone 6 Plus 16GB Space Grey - CLEAN IMEI,US,700,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/8/15 12:25,BRAND NEW AT&amp;T iPhone 5S 32GB White - CLEAN IMEI,US,450,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,3/8/15 12:25,BRAND NEW AT&amp;T iPhone 5S 16GB White - CLEAN IMEI,US,400,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,3/8/15 12:26,Iphone 5c AT&amp;T,US,225,atlanta,GA, (atlanta),all atlanta,5c,1
cell phones,3/8/15 12:29,IPhone 5s,US,350,atlanta,GA, (Conyers),all atlanta,5s,1
cell phones,3/8/15 12:45,Unlocked Black iPhone 4,US,150,atlanta,GA, (Marietta),all atlanta,4,1
cell phones,3/8/15 12:50,Verizon Unlocked iPhone 4 (1 ONLY),US,99,atlanta,GA, (Brookhaven),all atlanta,4,1
cell phones,3/8/15 13:31,Green iPhone 5c,US,260,atlanta,GA,,all atlanta,5c,1
cell phones,3/8/15 13:41,BRAND NEW - AT&amp;T iPhone 6 16GB Space Grey CLEAN IMEI GUARANTEED!!!,US,570,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/8/15 13:42,**FLAWLESS MINT 128GB iPhone 6 Silver AT&amp;T CLEAN IMEI GUARANTEED**,US,700,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/8/15 13:45,iPhone 6 boost mobile,US,400,atlanta,GA, (Decatur),all atlanta,6,1
cell phones,3/8/15 13:46,iphone 5 c att and other networks,US,200,atlanta,GA, (hogansville),all atlanta,5c,1
cell phones,3/8/15 13:50,iPhone 6 PLUS 16gb white and gold,US,550,atlanta,GA,,all atlanta,6+,1
cell phones,3/8/15 13:59,iPhone 6,US,700,atlanta,GA,,all atlanta,6,1
cell phones,3/8/15 14:29,**FLAWLESS MINT 128GB iPhone 6 Silver AT&amp;T CLEAN IMEI GUARANTEED**,US,700,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/8/15 14:30,iPhone 6 Space Gray 128gb Verizon,US,750,atlanta,GA, (Canton),all atlanta,6,1
cell phones,3/8/15 14:39,Factory unlocked white AT&amp;T iphone 4s 16gb great conditon,US,180,atlanta,GA, (atlanta-duluth),all atlanta,4s,1
cell phones,3/8/15 14:42,Nexus 6 32 GB midnight Blue trade for iPhone 6,US,650,atlanta,GA, (Hapeville),all atlanta,0,0
cell phones,3/8/15 14:45,Unlocked 16GB Silver iPhone 6,US,650,atlanta,GA, (Gwinnett),all atlanta,6,1
cell phones,3/8/15 14:49,BRAND NEW AT&amp;T iPhone 5S 16GB White - CLEAN IMEI,US,400,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,3/8/15 14:50,white iphone 4s,US,80,atlanta,GA, (sandy springs),all atlanta,4s,1
cell phones,3/8/15 14:54,Iphone 4 (like new) for sprint or verizon,US,110,atlanta,GA,,all atlanta,4,1
cell phones,3/8/15 14:56,Beautiful White AT&amp;T iPhone 5 32GB,US,135,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,3/8/15 14:56,***Mint Condition 8gb Iphone 4***,US,100,atlanta,GA, (Powder Springs),all atlanta,4,1
cell phones,3/8/15 14:56,IPhone 5 64G,US,138,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,3/8/15 14:56,"Unlocked - AT&amp;T iPhone 5 (New, Black)",US,270,atlanta,GA," (Brookhaven, GA.)",all atlanta,5,1
cell phones,3/8/15 15:03,***Sprint iPhone 5 White/Silver 16Gb Great Condition***,US,129,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,3/8/15 15:32,Iphone 5S 16gb unlocked,US,425,atlanta,GA, (Gwinnett),all atlanta,5s,1
cell phones,3/8/15 15:33,BRAND NEW 128GB iPhone 6 Space Gray T-Mobile CLEAN IMEI,US,730,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/8/15 15:47,Two iPhone 5 32GB White ATT Unlocked,US,600,atlanta,GA, (Alpharetta),all atlanta,5,1
cell phones,3/8/15 15:47,8gb iPhone 5c new in box AT&amp;T blue,US,200,atlanta,GA, (Gainesville),all atlanta,5c,1
cell phones,3/8/15 15:54,iphone 4 16gb,US,99,atlanta,GA, (lawrenceville),all atlanta,4,1
cell phones,3/8/15 15:56,iphone 4s 16gb - white,US,55,atlanta,GA, (Lawrenceville),all atlanta,4s,1
cell phones,3/8/15 16:05,"iphone 6 (4.7), 128G, Unlocked No contract, Any Carrier, Space Gray",US,800,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/8/15 16:18,IPHONE 6 128GB SILVER TMOBILE,US,700,atlanta,GA, (gwinnett area),all atlanta,6,1
cell phones,3/8/15 16:19,iPhone 5S 16gb white UNLOCKED,US,400,atlanta,GA, (anywhere),all atlanta,5s,1
cell phones,3/8/15 17:07,IPhone 5C Sprint For Sale!,US,200,atlanta,GA, (midtown atlanta),all atlanta,5c,1
cell phones,3/8/15 17:32,iphone 5s at&amp;t,US,200,atlanta,GA,,all atlanta,5s,1
cell phones,3/8/15 18:39,Sprint IPhone 5 !!!,US,150,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,3/8/15 19:28,iphone 3gs unlocked,US,60,atlanta,GA, (cartersville),all atlanta,3g,1
cell phones,3/8/15 20:27,BRAND NEW IPHONE 6 AT&amp;T SPACE GREY,US,600,atlanta,GA, (GWINNETT),all atlanta,6,1
cell phones,3/8/15 20:37,Iphone 5s for Sale.,US,290,atlanta,GA,,all atlanta,4s,1
cell phones,3/8/15 21:08,iPhone 4 S - Used- Perfect Condition,US,145,atlanta,GA, (Marietta),all atlanta,4s,1
cell phones,3/8/15 21:47,iPhone 5s At&amp;t - gold iphone 5s,US,300,atlanta,GA, (kennesaw),all atlanta,5s,1
cell phones,3/8/15 21:56,iPhone 5s Space Grey,US,315,atlanta,GA,,all atlanta,5s,1
cell phones,3/8/15 22:05,Iphone 4,US,100,atlanta,GA,,all atlanta,4,1
cell phones,3/8/15 22:27,iPhone 5s T-mobile 315,US,315,atlanta,GA, (North dekalb),all atlanta,5s,1
cell phones,3/8/15 23:06,Iphone 5s,US,350,atlanta,GA, (jonesboro),all atlanta,5s,1
cell phones,3/8/15 23:43,iphone 5s 16 gb,US,280,atlanta,GA,,all atlanta,5s,1
cell phones,3/9/15 1:37,UNLOCKED IPHONE 5 16GB ATT TMOBILE METRO GSM!!,US,300,atlanta,GA, (lawrenceville ga),all atlanta,5,1
cell phones,3/9/15 1:37,IPHONE 5 UNLOCKED ATT TMOBILE METRO,US,300,atlanta,GA, (lawrenceville ga),all atlanta,5,1
cell phones,3/9/15 1:37,UNLOCKED IPHONE 5 16GB ATT TMOBILE METRO GSM!!,US,300,atlanta,GA, (lawrenceville ga),all atlanta,5,1
cell phones,3/9/15 5:53,BRAND NEW T-MOBILE iPhone 6 PLUS!! Silver / 64 GIG!!,US,625,atlanta,GA, (Un-Used 64 Gig),all atlanta,6+,1
cell phones,3/9/15 7:38,iPhone 5 AT&amp;T 16GB,US,150,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,3/9/15 7:41,APPLE IPHONE 4 (VERIZON),US,65,atlanta,GA, (clarkston),all atlanta,4,1
cell phones,3/9/15 9:19,Sprint Silver 16GB Iphone 6,US,375,atlanta,GA, (Kennesaw),all atlanta,6,1
cell phones,3/9/15 10:09,iPhone 5S 32GB Grey Unlocked,US,380,atlanta,GA, (Norcross),all atlanta,5s,1
cell phones,3/9/15 10:15,iPhone 5s,US,150,atlanta,GA, (Conyers),all atlanta,5s,1
cell phones,3/9/15 10:31,Black iPhone 4S - Verizon Wireless,US,85,atlanta,GA,,all atlanta,4s,1
cell phones,3/9/15 10:34,iPhone 5 new condition,US,100,atlanta,GA,,all atlanta,5,1
cell phones,3/9/15 10:51,iPhone 5,US,250,atlanta,GA, (Cumming),all atlanta,5,1
cell phones,3/9/15 11:52,Apple iPhone 4S (AT&amp;T) 16gb,US,160,atlanta,GA," (old national hwy, college park)",all atlanta,4s,1
cell phones,3/9/15 11:57,iPhone 6 gold 16gb unlocked (perfect Condition),US,600,atlanta,GA, (Jonesboro),all atlanta,6,1
cell phones,3/9/15 14:08,Used iPhone 6 64GB Silver,US,650,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,3/9/15 14:17,iPhone 4 unlock,US,120,atlanta,GA," (Conyers,Ga)",all atlanta,4,1
cell phones,3/9/15 14:19,iPhone 5s 64Gb Gold Unlocked,US,380,atlanta,GA, (vinning),all atlanta,5s,1
cell phones,3/9/15 14:21,iPhone 6 BRAND NEW - FACTORy unlocked,US,300,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,3/9/15 14:21,iPhone 6 64GB GSM Unlocked,US,650,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,3/9/15 14:40,iPhone 4 AT&amp;T OBO,US,100,atlanta,GA," (Columbus,ga)",all atlanta,4,1
cell phones,3/9/15 14:41,iPhone 4S tmobile unlocked,US,200,atlanta,GA, (Buckhead),all atlanta,4s,1
cell phones,3/9/15 14:56,Iphone 6 plus tmoblie,US,499,atlanta,GA, (Villa rica),all atlanta,6+,1
cell phones,3/9/15 15:01,iPhone 4 and Ipad,US,200,atlanta,GA, (Vinings),all atlanta,0,0
cell phones,3/9/15 15:12,iPhone 4,US,100,atlanta,GA, (atlanta ga),all atlanta,4,1
cell phones,3/9/15 15:17,Iphone 5 Sprint,US,150,atlanta,GA,,all atlanta,5,1
cell phones,3/9/15 15:20,iPhone 5S UNLOCKED 64GB GOLD (T-Mobile GSM),US,449,atlanta,GA, (Gwinnett),all atlanta,5s,1
cell phones,3/9/15 15:25,Factory unlocked IPHONE 5C BRAND NEW.,US,290,atlanta,GA, (marietta (roswell)),all atlanta,5c,1
cell phones,3/9/15 15:36,Iphone 4s for verizon and cases,US,180,atlanta,GA, (Sandy springs),all atlanta,4s,1
cell phones,3/9/15 15:40,iPhone 4s black 16GB,US,150,atlanta,GA, (Chamblee-Tucker),all atlanta,4s,1
cell phones,3/9/15 15:40,Gold iPhone 5S 64gb Unlocked!,US,380,atlanta,GA, (Vinnings),all atlanta,5s,1
cell phones,3/9/15 15:41,iPhone 4S 16GB Black,US,200,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4s,1
cell phones,3/9/15 15:49,Used iPhone 5C 16GB Green,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,3/9/15 15:50,Used iPhone 4S 16GB,US,200,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4s,1
cell phones,3/9/15 16:14,Used iPhone 4 16GB Black AT&amp;T GSM Unlocked,US,165,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4,1
cell phones,3/9/15 16:17,New iPhone 6 Plus,US,850,atlanta,GA," (Cool Tech Wireless, norcross)",all atlanta,6+,1
cell phones,3/9/15 16:20,NEW iPhone 5C White,US,320,atlanta,GA," (Cool Tech WIreless, Norcross)",all atlanta,5c,1
cell phones,3/9/15 16:21,***W-T-B Brand New or Used Iphone Ipad Macbook,US,888,atlanta,GA, (Georgia),all atlanta,0,0
cell phones,3/9/15 16:23,IPhone 6,US,650,atlanta,GA, (North Druid Hills),all atlanta,6,1
cell phones,3/9/15 16:31,Used White iPhone 5C,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,3/9/15 16:32,Used White iPhone 4 8GB,US,150,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4,1
